Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
2010-01-04 00:00:00,6060969,1657496320,263.0,280.0,263.0,280.0,18.0,4002
2010-01-05 00:00:00,4694740,1268224360,280.0,285.0,260.5,263.0,-17.0,3165
2010-01-06 00:00:00,2487594,657868207,263.0,269.0,261.0,263.0,0.0,1962
2010-01-07 00:00:00,2685651,695011179,265.0,268.0,251.0,252.0,-11.0,2023
2010-01-08 00:00:00,3602358,935635479,253.0,269.0,251.0,267.0,15.0,2783
2010-01-11 00:00:00,3260289,870629952,265.0,272.5,259.0,268.0,1.0,2408
2010-01-12 00:00:00,4765599,1325425220,271.0,284.0,268.0,280.0,12.0,3518
2010-01-13 00:00:00,4808669,1373933334,279.0,293.0,276.0,286.0,6.0,3603
2010-01-14 00:00:00,4877345,1462450570,292.0,306.0,289.5,306.0,20.0,3589
2010-01-15 00:00:00,5933855,1848592197,310.0,321.0,302.0,305.0,-1.0,4326
2010-01-18 00:00:00,4039602,1246723426,298.0,319.0,298.0,313.0,8.0,3184
2010-01-19 00:00:00,3065394,948128759,315.0,320.0,303.5,303.5,-9.5,2356
2010-01-20 00:00:00,3826340,1163858680,304.5,313.0,298.0,299.5,-4.0,3004
2010-01-21 00:00:00,3458399,1017160710,302.0,302.5,287.0,289.5,-10.0,2707
2010-01-22 00:00:00,4506046,1331964634,286.0,302.0,285.0,296.0,6.5,3359
2010-01-25 00:00:00,3904504,1123492112,299.0,302.0,275.5,275.5,-20.5,2989
2010-01-26 00:00:00,4689702,1243388059,271.0,273.5,256.5,256.5,-19.0,3335
2010-01-27 00:00:00,4778793,1159044920,249.0,254.0,239.0,239.0,-17.5,3277
2010-01-28 00:00:00,7197979,1748928633,235.0,255.5,226.5,255.5,16.5,5301
2010-01-29 00:00:00,6716409,1733977657,250.5,269.0,245.0,259.5,4.0,5134
2010-02-01 00:00:00,3747344,963303344,262.0,265.0,250.5,250.5,-9.0,2976
2010-02-02 00:00:00,5130481,1252127573,253.0,257.5,233.0,233.0,-17.5,3683
2010-02-03 00:00:00,6081104,1412651440,233.0,238.5,226.0,236.0,3.0,4629
2010-02-04 00:00:00,4867305,1174712395,236.0,247.5,233.5,237.5,1.5,3809
2010-02-05 00:00:00,4456497,1014021337,227.0,235.0,221.0,221.0,-16.5,3264
2010-02-06 00:00:00,6719042,1426888072,221.0,224.0,206.0,214.0,-7.0,4679
2010-02-08 00:00:00,4292123,934674256,214.5,224.5,207.0,215.0,1.0,3355
2010-02-09 00:00:00,4755379,1058804719,218.0,229.5,211.0,227.5,12.5,3546
2010-02-10 00:00:00,4358052,1020644616,229.0,240.0,229.0,231.0,3.5,3173
2010-02-22 00:00:00,3931609,896451461,240.0,240.0,217.0,219.0,-12.0,2951
2010-02-23 00:00:00,4665000,1061487500,217.0,234.0,217.0,234.0,15.0,3391
2010-02-24 00:00:00,5684920,1358576880,234.0,243.5,232.5,239.0,5.0,4030
2010-02-25 00:00:00,4033738,967639558,241.0,245.0,234.5,234.5,-4.5,3057
2010-02-26 00:00:00,4881250,1132560625,236.0,239.0,227.0,234.0,-0.5,3480
2010-03-01 00:00:00,2519225,595839550,236.0,239.5,231.5,237.0,3.0,1995
2010-03-02 00:00:00,4033230,989049152,242.0,249.0,241.0,243.5,6.5,2910
2010-03-03 00:00:00,1889218,458558538,246.0,246.5,240.0,241.0,-2.5,1384
2010-03-04 00:00:00,2750100,670814500,244.0,249.0,239.0,242.5,1.5,2076
2010-03-05 00:00:00,2297100,562339850,245.5,248.5,241.0,242.5,0.0,1730
2010-03-08 00:00:00,2795500,691346748,247.0,249.5,244.0,247.0,4.5,1936
2010-03-09 00:00:00,3303300,833283448,247.0,256.0,245.5,253.0,6.0,2481
2010-03-10 00:00:00,2893075,719909375,253.0,255.0,245.0,245.0,-8.0,2166
2010-03-11 00:00:00,1806205,443922622,247.0,249.0,242.5,244.5,-0.5,1360
2010-03-12 00:00:00,3296516,794091420,245.5,248.5,235.0,241.5,-3.0,2370
2010-03-15 00:00:00,3564287,827369300,240.0,241.5,227.0,230.0,-11.5,2590
2010-03-16 00:00:00,2372240,548988778,228.5,234.5,227.0,234.0,4.0,1853
2010-03-17 00:00:00,1873193,446147127,236.0,241.0,236.0,238.5,4.5,1427
2010-03-18 00:00:00,2216335,539522570,241.0,246.0,239.5,243.0,4.5,1679
2010-03-19 00:00:00,1718835,412168730,245.0,245.5,238.0,238.0,-5.0,1263
2010-03-22 00:00:00,1258513,299091823,238.0,242.0,234.0,238.0,0.0,1018
2010-03-23 00:00:00,4141351,1017469644,242.0,250.5,239.5,245.0,7.0,2885
2010-03-24 00:00:00,2174506,532085928,249.0,250.5,239.0,239.0,-6.0,1632
2010-03-25 00:00:00,1409254,337783706,239.0,243.5,236.5,240.5,1.5,1080
2010-03-26 00:00:00,1228470,298155770,240.0,246.0,238.0,242.5,2.0,981
2010-03-29 00:00:00,5490656,1398120904,246.0,259.0,244.0,259.0,16.5,3280
2010-03-30 00:00:00,3254495,838180235,259.0,261.5,253.0,253.0,-6.0,2330
2010-03-31 00:00:00,4783033,1247374080,255.0,267.5,251.0,260.0,7.0,3456
2010-04-01 00:00:00,3108890,826299960,262.0,270.0,262.0,264.0,4.0,2303
2010-04-02 00:00:00,1383511,364081893,267.0,267.5,261.0,263.5,-0.5,1101
2010-04-06 00:00:00,2067401,550985662,267.0,271.0,263.0,263.0,-0.5,1580
2010-04-07 00:00:00,2952323,775603011,265.0,270.0,255.0,256.0,-7.0,2168
2010-04-08 00:00:00,2620525,661221750,258.0,259.0,247.0,248.0,-8.0,1982
2010-04-09 00:00:00,1469339,364238250,250.0,251.5,244.5,248.5,0.5,1021
2010-04-12 00:00:00,2984678,792001506,265.5,265.5,261.5,265.5,17.0,1381
2010-04-13 00:00:00,3024402,806112925,275.0,275.0,256.5,261.0,-4.5,1623
2010-04-14 00:00:00,773365,201813039,260.5,264.0,257.0,264.0,3.0,525
2010-04-15 00:00:00,1113145,296417707,264.0,269.0,264.0,264.0,0.0,720
2010-04-16 00:00:00,1291036,338680449,267.0,267.0,259.5,260.0,-4.0,952
2010-04-19 00:00:00,1958175,491958561,257.0,257.5,245.0,256.0,-4.0,1336
2010-04-20 00:00:00,1214060,308064740,255.0,257.0,250.5,251.5,-4.5,931
2010-04-21 00:00:00,2005200,515217900,254.5,261.0,253.0,254.0,2.5,1418
2010-04-22 00:00:00,900074,229476370,254.0,257.0,252.5,256.0,2.0,746
2010-04-23 00:00:00,1597595,415172915,259.0,262.5,257.0,257.0,1.0,1164
2010-04-26 00:00:00,1920379,488421403,259.0,259.0,252.0,256.0,-1.0,1361
2010-04-27 00:00:00,2315679,604147182,258.5,264.0,253.5,258.0,2.0,1733
2010-04-28 00:00:00,4153836,1092691634,250.0,273.0,250.0,271.0,13.0,2702
2010-04-29 00:00:00,6344641,1785834826,271.0,289.5,267.0,287.0,16.0,4327
2010-04-30 00:00:00,4178990,1193263740,287.0,294.5,278.0,278.0,-9.0,2942
2010-05-03 00:00:00,3511276,1001415017,283.0,290.0,281.5,285.5,7.5,2527
2010-05-04 00:00:00,4824391,1413467191,288.0,304.5,283.5,302.0,16.5,3640
2010-05-05 00:00:00,8581509,2510068047,295.0,304.5,281.0,284.5,-17.5,5360
2010-05-06 00:00:00,4655890,1329022370,281.0,292.0,279.0,284.5,0.0,3565
2010-05-07 00:00:00,4431778,1231025842,277.0,284.5,269.5,284.5,0.0,3160
2010-05-10 00:00:00,3569335,986649125,277.0,279.5,272.5,277.0,-7.5,2568
2010-05-11 00:00:00,2180549,605824230,279.5,282.5,271.5,271.5,-5.5,1736
2010-05-12 00:00:00,2560198,703421554,273.0,279.5,270.0,273.0,1.5,2006
2010-05-13 00:00:00,2107150,585341200,277.0,281.0,274.5,276.0,3.0,1560
2010-05-14 00:00:00,2647570,744154873,277.0,285.0,274.5,285.0,9.0,1829
2010-05-17 00:00:00,3472230,993438630,281.0,292.0,281.0,281.0,-4.0,2638
2010-05-18 00:00:00,4427486,1204504748,285.0,286.0,263.5,265.0,-16.0,3305
2010-05-19 00:00:00,2770600,731928499,258.0,272.0,256.5,269.0,4.0,2225
2010-05-20 00:00:00,3299350,858838273,269.0,272.0,250.5,256.0,-13.0,2489
2010-05-21 00:00:00,3454509,836933678,247.0,249.0,238.5,239.0,-17.0,2396
2010-05-24 00:00:00,3319150,789340724,242.0,244.5,230.0,239.5,0.5,2665
2010-05-25 00:00:00,3192090,741710200,235.0,241.5,224.0,226.5,-13.0,2557
2010-05-26 00:00:00,2563000,595971500,231.5,236.0,229.0,234.0,7.5,2041
2010-05-27 00:00:00,2441091,582932386,233.5,245.0,230.5,244.5,10.5,1946
2010-05-28 00:00:00,2859014,701796846,245.0,251.0,240.0,240.0,-4.5,2199
2010-05-31 00:00:00,1517130,364270700,240.0,243.0,236.5,240.0,0.0,1182
