Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
2010-01-04 00:00:00,1016427,17937981,17.85,17.85,17.45,17.65,0.0,354
2010-01-05 00:00:00,2291927,39871957,17.8,17.85,17.1,17.1,-0.55,585
2010-01-06 00:00:00,1386668,23774467,17.05,17.35,17.0,17.0,-0.1,430
2010-01-07 00:00:00,1496112,25311796,17.1,17.3,16.55,16.55,-0.45,496
2010-01-08 00:00:00,808639,13348685,16.6,16.9,16.3,16.65,0.1,296
2010-01-11 00:00:00,971197,16372975,16.7,17.0,16.65,16.8,0.15,274
2010-01-12 00:00:00,1516386,25833777,16.7,17.15,16.7,16.9,0.1,353
2010-01-13 00:00:00,539767,9079833,16.9,17.0,16.7,16.9,0.0,199
2010-01-14 00:00:00,1401303,24088026,17.0,17.35,16.9,17.25,0.35,437
2010-01-15 00:00:00,1728898,30129550,17.4,17.6,17.2,17.2,-0.05,512
2010-01-18 00:00:00,1449776,24908128,17.05,17.35,17.0,17.1,-0.1,360
2010-01-19 00:00:00,882652,15225763,17.1,17.45,17.1,17.15,0.05,315
2010-01-20 00:00:00,701862,12009120,17.25,17.35,16.95,16.95,-0.2,252
2010-01-21 00:00:00,755309,12588096,16.95,17.0,16.4,16.5,-0.45,252
2010-01-22 00:00:00,680778,10878667,16.3,16.4,15.8,15.95,-0.55,277
2010-01-25 00:00:00,2877868,46700409,15.8,16.5,15.6,16.2,0.25,529
2010-01-26 00:00:00,919307,14269334,16.25,16.35,15.1,15.1,-1.1,322
2010-01-27 00:00:00,863671,12602077,15.1,15.1,14.05,14.2,-0.9,314
2010-01-28 00:00:00,480751,7041598,14.5,14.85,14.35,14.7,0.5,185
2010-01-29 00:00:00,310741,4506628,14.5,14.7,14.35,14.55,-0.15,126
2010-02-01 00:00:00,259974,3744826,14.35,14.6,14.15,14.3,-0.25,115
2010-02-02 00:00:00,298907,4252350,14.6,14.6,13.7,13.85,-0.45,131
2010-02-03 00:00:00,351088,4906682,14.2,14.2,13.85,14.0,0.15,143
2010-02-04 00:00:00,236300,3336435,14.15,14.2,14.0,14.1,0.1,93
2010-02-05 00:00:00,729012,9721466,13.5,13.6,13.15,13.15,-0.95,244
2010-02-06 00:00:00,661500,8330150,13.05,13.05,12.3,12.65,-0.5,231
2010-02-08 00:00:00,341129,4299841,12.55,12.75,12.2,12.65,0.0,160
2010-02-09 00:00:00,656090,8403064,12.4,13.15,12.4,13.05,0.4,323
2010-02-10 00:00:00,596100,7948649,13.15,13.5,13.15,13.3,0.25,214
2010-02-22 00:00:00,431668,5834181,13.55,13.55,13.4,13.5,0.2,143
2010-02-23 00:00:00,1227226,16766179,13.5,13.9,13.3,13.85,0.35,344
2010-02-24 00:00:00,511358,7004016,13.6,13.8,13.55,13.6,-0.25,170
2010-02-25 00:00:00,370115,5053336,13.7,13.8,13.6,13.7,0.1,146
2010-02-26 00:00:00,191599,2639245,13.9,13.9,13.6,13.65,-0.05,80
2010-03-01 00:00:00,358580,4901245,13.65,13.8,13.45,13.75,0.1,153
2010-03-02 00:00:00,288383,3993396,13.9,13.95,13.75,13.75,0.0,122
2010-03-03 00:00:00,242110,3344361,13.8,13.95,13.75,13.8,0.05,103
2010-03-04 00:00:00,972150,13672600,13.85,14.2,13.8,14.05,0.25,309
2010-03-05 00:00:00,387306,5490263,14.2,14.3,14.05,14.2,0.15,141
2010-03-08 00:00:00,323426,4617767,14.1,14.45,14.1,14.3,0.1,121
2010-03-09 00:00:00,295129,4200625,14.4,14.4,14.15,14.2,-0.1,111
2010-03-10 00:00:00,498400,7118489,14.15,14.45,14.15,14.35,0.15,157
2010-03-11 00:00:00,582287,8283643,14.45,14.45,14.0,14.1,-0.25,181
2010-03-12 00:00:00,724878,10039665,14.15,14.15,13.75,13.8,-0.3,251
2010-03-15 00:00:00,273257,3777296,13.8,13.95,13.75,13.85,0.05,97
2010-03-16 00:00:00,2015451,29274570,13.8,14.8,13.8,14.4,0.55,545
2010-03-17 00:00:00,787470,11392286,14.4,14.6,14.3,14.55,0.15,306
2010-03-18 00:00:00,488110,7139205,14.65,14.7,14.55,14.7,0.15,171
2010-03-19 00:00:00,790342,11716843,14.75,14.95,14.6,14.95,0.25,250
2010-03-22 00:00:00,618146,9188423,14.95,15.0,14.75,15.0,0.05,170
2010-03-23 00:00:00,814177,12204043,15.1,15.15,14.85,15.0,0.0,233
2010-03-24 00:00:00,1078070,16304477,15.1,15.3,14.9,14.9,-0.1,332
2010-03-25 00:00:00,648623,9555344,14.85,14.9,14.6,14.7,-0.2,222
