Date,Capacity,Turnover,Open,High,Low,Close,Change,Transaction
2010-01-04 00:00:00,58278181,1698108383,29.1,29.65,28.5,28.75,0.55,14181
2010-01-05 00:00:00,72419023,1976249548,28.5,28.5,26.75,26.95,-1.8,20131
2010-01-06 00:00:00,46080182,1203471732,25.5,26.85,25.5,26.05,-0.9,15279
2010-01-07 00:00:00,45766980,1151598752,25.8,25.8,24.75,24.8,-1.25,15224
2010-01-08 00:00:00,48556269,1198934144,24.8,26.1,23.7,26.05,1.25,15948
2010-01-11 00:00:00,21497992,546740992,25.8,25.8,25.2,25.25,-0.8,7492
2010-01-12 00:00:00,14046221,361389875,25.5,26.2,25.3,25.6,0.35,5513
2010-01-13 00:00:00,10687727,271461007,25.3,25.8,25.2,25.25,-0.35,4031
2010-01-14 00:00:00,12652487,325462347,25.5,26.15,25.35,25.65,0.4,4923
2010-01-15 00:00:00,22552781,589209056,25.65,26.5,25.65,26.1,0.45,7505
2010-01-18 00:00:00,26338094,707316323,26.5,27.3,26.15,26.65,0.55,8664
2010-01-19 00:00:00,17112074,446419463,26.8,26.8,25.8,25.8,-0.85,6019
2010-01-20 00:00:00,12427946,323820654,26.35,26.5,25.65,25.8,0.0,4409
2010-01-21 00:00:00,10387154,266050699,25.8,26.2,25.05,25.2,-0.6,4055
2010-01-22 00:00:00,15735169,384673052,24.5,25.0,24.1,24.4,-0.8,5334
2010-01-25 00:00:00,27904523,719176713,24.0,26.1,24.0,26.1,1.7,8681
2010-01-26 00:00:00,28583864,739757943,26.6,26.9,24.7,24.8,-1.3,9129
2010-01-27 00:00:00,31407031,779267825,25.5,25.9,24.0,24.2,-0.6,9802
2010-01-28 00:00:00,46557219,1129030848,24.6,24.9,23.6,24.5,0.3,14252
2010-01-29 00:00:00,36105569,835070037,23.8,24.0,22.8,23.0,-1.5,12479
2010-02-01 00:00:00,38778513,842906437,22.6,22.95,21.4,21.4,-1.6,11154
2010-02-02 00:00:00,37064878,786051382,21.4,21.95,20.7,21.05,-0.35,10738
2010-02-03 00:00:00,26991019,584852147,21.65,22.4,21.15,22.25,1.2,8794
2010-02-04 00:00:00,16507071,360203012,22.25,22.25,21.6,21.6,-0.65,5182
2010-02-05 00:00:00,22092232,446202734,20.1,20.7,20.1,20.1,-1.5,6726
2010-02-06 00:00:00,14661815,281762250,19.6,20.0,18.7,19.1,-1.0,5021
2010-02-08 00:00:00,18259824,365980304,19.3,20.4,19.1,20.3,1.2,6013
2010-02-09 00:00:00,15670893,327142717,20.05,21.5,20.0,21.2,0.9,5369
2010-02-10 00:00:00,16505830,360308628,22.0,22.2,21.5,21.7,0.5,5531
2010-02-22 00:00:00,8690699,192674524,22.8,22.8,21.8,21.9,0.2,3053
2010-02-23 00:00:00,7422716,161086454,21.9,22.25,21.5,21.6,-0.3,2492
2010-02-24 00:00:00,5888895,125880815,21.05,21.7,21.05,21.1,-0.5,2385
2010-02-25 00:00:00,6925735,147340185,21.2,21.7,21.0,21.0,-0.1,2549
2010-02-26 00:00:00,4756821,100381041,21.1,21.4,20.8,21.0,0.0,2018
2010-03-01 00:00:00,5721271,121678807,21.25,21.5,20.85,21.3,0.3,2013
2010-03-02 00:00:00,13695775,302451750,21.7,22.45,21.5,22.0,0.7,4455
2010-03-03 00:00:00,9620638,209404925,22.0,22.2,21.5,21.55,-0.45,3294
2010-03-04 00:00:00,13647207,297661113,21.55,22.15,21.5,21.5,-0.05,3957
2010-03-05 00:00:00,25777490,579499801,21.8,23.0,21.65,22.95,1.45,8170
2010-03-08 00:00:00,24744769,580296986,23.2,23.8,23.2,23.3,0.35,6919
2010-03-09 00:00:00,10495098,244824053,23.4,23.6,23.1,23.3,0.0,4145
2010-03-10 00:00:00,9843498,229050921,23.45,23.6,22.8,23.1,-0.2,3063
2010-03-11 00:00:00,24513485,584167331,23.4,24.45,23.2,23.95,0.85,7723
2010-03-12 00:00:00,11910098,284674084,23.95,24.2,23.65,23.7,-0.25,3832
2010-03-15 00:00:00,9412001,223319606,23.85,24.15,23.3,23.3,-0.4,3226
2010-03-16 00:00:00,6985968,164136981,23.55,23.65,23.35,23.55,0.25,2333
2010-03-17 00:00:00,14725013,353632928,23.7,24.35,23.7,23.95,0.4,4459
2010-03-18 00:00:00,11808113,283153157,23.95,24.2,23.8,23.85,-0.1,3984
2010-03-19 00:00:00,14199227,338925170,24.0,24.35,23.5,23.85,0.0,4551
2010-03-22 00:00:00,8557069,201750342,23.5,23.85,23.4,23.5,-0.35,2905
2010-03-23 00:00:00,13633032,322263464,23.6,23.85,23.4,23.65,0.15,3739
2010-03-24 00:00:00,35400025,864452603,23.85,24.85,23.85,24.35,0.7,10006
2010-03-25 00:00:00,30666742,763043887,24.55,25.45,24.4,25.35,1.0,9304
2010-03-26 00:00:00,26454251,662036871,25.3,25.5,24.65,24.7,-0.65,7964
2010-03-29 00:00:00,16407242,405990846,24.8,25.3,23.95,23.95,-0.75,5045
2010-03-30 00:00:00,22167747,534167859,24.2,24.55,23.8,23.85,-0.1,6640
2010-03-31 00:00:00,18401785,442398564,24.0,24.4,23.7,23.95,0.1,4948
2010-04-01 00:00:00,14759264,352311353,24.0,24.1,23.7,23.75,-0.2,4982
2010-04-02 00:00:00,11411646,271613723,23.95,24.1,23.65,23.75,0.0,3453
2010-04-06 00:00:00,15445876,368233249,23.8,24.3,23.6,23.6,-0.15,4712
2010-04-07 00:00:00,17391372,405857667,23.8,23.8,23.1,23.25,-0.35,5777
2010-04-08 00:00:00,27123266,619363571,23.25,23.5,22.35,22.5,-0.75,9125
2010-04-09 00:00:00,31614342,709748616,22.5,23.0,22.05,23.0,0.5,10404
2010-04-12 00:00:00,14874511,341035622,23.15,23.35,22.6,22.6,-0.4,4561
2010-04-13 00:00:00,11659044,266460272,22.75,23.3,22.4,22.7,0.1,4161
2010-04-14 00:00:00,5380177,122349178,22.95,22.95,22.6,22.75,0.05,2182
2010-04-15 00:00:00,10627751,240411458,22.95,23.0,22.35,22.4,-0.35,4035
2010-04-16 00:00:00,7440621,168342220,22.4,22.9,22.4,22.55,0.15,2831
2010-04-19 00:00:00,11648362,255676985,22.1,22.45,21.4,21.4,-1.15,3883
2010-04-20 00:00:00,10357631,226159882,22.0,22.25,21.5,22.05,0.65,3142
2010-04-21 00:00:00,6817040,152223318,22.15,22.5,22.15,22.3,0.25,2404
2010-04-22 00:00:00,6899381,152749475,22.3,22.5,22.0,22.0,-0.3,2369
2010-04-23 00:00:00,5145711,114191497,22.5,22.5,22.0,22.05,0.05,1987
2010-04-26 00:00:00,9734828,212959793,22.2,22.35,21.75,21.8,-0.25,3344
2010-04-27 00:00:00,13196035,281207856,21.6,21.65,21.0,21.2,-0.6,5002
2010-04-28 00:00:00,9478189,195458802,20.0,20.95,20.0,20.75,-0.45,3626
2010-04-29 00:00:00,9134031,193727487,20.75,21.6,20.7,21.2,0.45,3304
2010-04-30 00:00:00,11835845,246582913,21.5,21.5,20.35,20.5,-0.7,4004
2010-05-03 00:00:00,15756069,310312234,20.4,20.5,19.45,19.7,-0.8,5110
2010-05-04 00:00:00,7413306,147224609,19.9,20.2,19.65,19.7,0.0,2649
2010-05-05 00:00:00,15738587,293978568,19.05,19.3,18.35,18.4,-1.3,4553
2010-05-06 00:00:00,11999837,214436555,18.05,18.35,17.3,17.35,-1.05,3501
2010-05-07 00:00:00,21133268,347441006,16.25,17.2,16.15,16.8,-0.55,5990
2010-05-10 00:00:00,7240637,128086221,17.5,17.95,17.0,17.95,1.15,1475
2010-05-11 00:00:00,14419313,273870595,18.8,19.2,18.7,19.2,1.25,2866
2010-05-12 00:00:00,28842771,558857099,19.2,20.0,18.6,18.65,-0.55,8358
2010-05-13 00:00:00,7736154,145961381,19.05,19.15,18.7,18.75,0.1,2975
2010-05-14 00:00:00,8418183,159334080,18.7,19.2,18.5,18.8,0.05,2939
2010-05-17 00:00:00,8992159,161738788,18.15,18.45,17.65,17.8,-1.0,3094
2010-05-18 00:00:00,8518669,149501056,17.85,18.1,17.1,17.3,-0.5,3241
2010-05-19 00:00:00,7201202,123071837,17.0,17.4,16.8,17.2,-0.1,2638
2010-05-20 00:00:00,9655320,168667840,17.2,17.95,16.85,16.9,-0.3,3405
2010-05-21 00:00:00,11524217,185700874,16.2,16.45,15.8,16.1,-0.8,3482
2010-05-24 00:00:00,6904253,114182672,16.5,16.75,16.4,16.4,0.3,2246
2010-05-25 00:00:00,9996326,156094566,16.1,16.35,15.3,15.4,-1.0,3344
2010-05-26 00:00:00,6803340,105460888,15.65,15.85,15.25,15.45,0.05,2263
2010-05-27 00:00:00,7123544,114731673,15.5,16.5,15.45,16.5,1.05,2135
2010-05-28 00:00:00,8855531,156045117,17.6,17.65,17.2,17.65,1.15,1768
2010-05-31 00:00:00,45466724,825456033,17.55,18.7,17.2,18.5,0.85,11739
2010-06-01 00:00:00,46860330,903379393,18.5,19.75,18.5,19.75,1.25,13390
2010-06-02 00:00:00,42110632,831384008,19.8,20.3,19.0,19.0,-0.75,12028
2010-06-03 00:00:00,21807495,426914331,19.7,19.85,19.3,19.6,0.6,6578
2010-06-04 00:00:00,30139526,601114420,19.6,20.15,19.45,19.85,0.25,8450
2010-06-07 00:00:00,21528947,417766091,19.0,19.8,18.8,19.75,-0.1,6704
2010-06-08 00:00:00,26975150,543760900,19.95,20.4,19.85,20.0,0.25,6949
2010-06-09 00:00:00,23760681,461908989,20.1,20.25,19.0,19.0,-1.0,6665
2010-06-10 00:00:00,10536647,202535765,19.2,19.45,18.9,19.2,0.2,3347
